batch_id, latency
908,21
909,38
910,38
911,38
912,38
913,37
914,35
915,37
916,35
917,36
918,34
919,36
920,36
921,35
922,36
923,36
924,111
925,26
926,26
927,27
928,26
929,26
930,25
931,26
932,25
933,26
934,25
935,25
936,24
937,24
938,23
939,22
940,19
941,39
942,38
943,38
944,37
945,37
946,35
947,35
948,35
949,36
950,36
951,36
952,35
953,36
954,36
955,35
956,112
957,25
958,24
959,21
960,22
961,23
962,23
963,23
964,23
965,22
966,21
967,21
968,20
969,20
970,19
971,19
972,18
973,40
974,38
975,37
976,38
977,37
978,34
979,36
980,36
981,36
982,36
983,36
984,36
985,35
986,36
987,35
2025-05-2905,t=959free_set.acquired=30331free_set.released=20312)
=16378
=8082543
=991
=1
2025-05-2905,t=959)
2025-05-2905,t=0..959view_durable=1..1log_view_durable=1..1)
2025-05-2905,t=959)
988,93
989,27
990,26
991,27
992,25
993,26
994,26
995,25
996,25
997,27
998,25
999,25
1000,24
1001,23
1002,22
1003,21
1004,20
1005,39
1006,38
1007,38
1008,38
1009,38
1010,37
1011,37
1012,37
1013,37
1014,36
1015,35
1016,36
1017,35
1018,36
1019,34
1020,108
1021,27
1022,27
1023,27
1024,26
1025,26
1026,26
1027,25
1028,25
1029,25
1030,25
1031,25
1032,23
1033,23
1034,23
1035,21
1036,20
1037,37
1038,37
1039,38
1040,37
1041,37
1042,37
1043,36
1044,36
1045,34
1046,37
1047,35
1048,36
1049,34
1050,36
1051,36
1052,108
1053,26
1054,25
1055,24
1056,21
1057,21
1058,21
1059,21
1060,21
1061,21
1062,21
1063,19
1064,19
1065,19
1066,19
1067,19
1068,18
1069,38
1070,37
1071,38
1072,38
1073,37
1074,38
1075,37
1076,38
1077,35
1078,35
1079,35
1080,36
1081,35
1082,36
1083,36
1084,108
1085,26
1086,26
1087,26
1088,26
1089,25
1090,26
1091,25
1092,26
1093,26
1094,24
1095,24
1096,22
1097,22
1098,21
1099,21
1100,19
1101,38
1102,38
1103,38
1104,38
1105,37
1106,38
1107,37
1108,37
1109,36
1110,36
1111,36
1112,37
1113,35
1114,37
1115,36
1116,109
1117,25
1118,26
1119,23
1120,25
1121,23
1122,22
1123,23
1124,23
1125,22
1126,23
1127,23
1128,23
1129,23
1130,22
1131,20
1132,19
1133,38
1134,38
1135,38
1136,39
1137,38
1138,37
1139,37
1140,36
1141,37
1142,35
1143,36
1144,35
1145,36
1146,36
1147,36
1148,107
1149,27
1150,27
1151,25
1152,24
1153,23
1154,24
1155,25
1156,24
1157,24
1158,24
1159,25
1160,24
1161,23
1162,23
1163,23
1164,20
1165,38
1166,38
1167,38
1168,38
1169,38
1170,37
1171,38
1172,37
1173,35
1174,35
1175,36
1176,36
1177,35
1178,35
1179,36
1180,109
1181,30
1182,29
1183,31
1184,32
1185,28
1186,27
1187,29
1188,28
1189,28
1190,28
1191,28
1192,28
1193,27
1194,28
1195,27
1196,24
1197,38
1198,39
1199,38
1200,38
1201,38
1202,37
1203,37
1204,35
1205,36
1206,36
1207,36
1208,36
1209,36
1210,37
1211,36
1212,110
1213,29
1214,29
1215,30
1216,30
1217,27
1218,28
1219,27
1220,27
1221,27
1222,28
