version,name,part,key_size,elements,wall_time,cpu_cycles,k_cycles,instructions,cache_references,cache_misses,branch_misses,ipc,GHZ,CPUs,maxrss_mb,scale
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.76,0.05,12.78,0.77,0.00,-nan,3.40,5.43,0.94,35518,262048
optimized,Account,absorb,8,257799,0.01,156.10,0.46,222.68,7.85,0.62,0.43,1.43,5.40,1.03,35518,257799
optimized,Transfer.id,swap,16,262048,0.00,9.14,0.10,15.88,3.10,0.01,0.00,1.74,4.83,0.98,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.22,0.29,368.89,2.39,0.22,0.00,4.97,5.34,1.00,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.59,0.23,368.49,2.40,0.21,0.00,5.01,5.29,1.00,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.51,0.37,368.23,2.37,0.21,0.00,4.94,5.29,1.00,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.32,0.41,368.39,2.42,0.20,0.00,4.96,5.28,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,58.02,0.32,256.77,1.33,0.14,0.00,4.43,5.29,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,57.73,0.31,256.94,1.26,0.15,0.00,4.45,5.30,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,6.94,0.05,15.47,1.52,0.01,-nan,2.23,5.35,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,57.57,0.22,256.69,1.24,0.14,0.00,4.46,5.31,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,55.37,0.26,23.59,10.40,0.09,0.00,0.43,5.32,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.00,97.89,0.37,36.19,17.96,0.13,0.00,0.37,5.34,1.00,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,5.75,0.05,15.47,1.59,0.02,-nan,2.69,5.40,0.96,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.48,0.05,12.78,0.76,0.00,-nan,3.68,5.43,0.93,35518,262048
optimized,Account,absorb,8,257895,0.01,156.06,0.53,225.30,7.87,0.62,0.43,1.44,5.40,1.03,35518,257895
optimized,Transfer.id,swap,16,262048,0.00,9.95,0.05,15.84,3.09,0.01,-nan,1.59,5.42,inf,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.48,0.53,370.16,2.39,0.23,0.00,4.97,5.35,1.02,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.70,0.21,368.05,2.38,0.21,0.00,4.99,5.31,1.09,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.54,0.36,368.41,2.38,0.22,0.00,4.94,5.30,1.30,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.40,0.33,368.66,2.38,0.22,0.00,4.95,5.29,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,57.97,0.25,256.75,1.32,0.16,0.00,4.43,5.29,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,57.76,0.22,256.77,1.26,0.14,0.00,4.45,5.31,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,7.81,0.05,15.47,1.52,0.01,-nan,1.98,5.35,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,57.65,0.21,256.16,1.31,0.15,0.00,4.44,5.31,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,67.32,0.48,28.49,10.40,0.09,0.00,0.42,5.32,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.01,143.49,0.58,35.16,17.33,0.41,0.00,0.25,5.36,1.00,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,5.38,0.05,15.47,1.58,0.02,-nan,2.87,5.42,0.96,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.51,0.05,12.78,0.76,0.00,-nan,3.64,5.45,1.22,35518,262048
optimized,Account,absorb,8,257497,0.01,155.81,0.50,223.02,7.74,0.64,0.43,1.43,5.41,1.03,35518,257497
optimized,Transfer.id,swap,16,262048,0.00,9.50,0.09,15.87,3.11,0.02,0.00,1.67,5.00,0.98,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.35,0.36,368.96,2.38,0.23,0.00,4.96,5.34,1.00,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.72,0.24,368.29,2.40,0.21,0.00,5.00,5.30,1.00,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.46,0.34,368.37,2.40,0.22,0.00,4.95,5.29,1.00,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.59,0.25,367.70,2.38,0.21,0.00,4.93,5.29,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,58.19,0.27,256.77,1.27,0.16,0.00,4.41,5.29,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,57.86,0.26,256.94,1.26,0.15,0.00,4.44,5.30,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,6.96,0.05,15.47,1.52,0.01,-nan,2.22,5.35,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,57.66,0.28,256.64,1.23,0.14,0.00,4.45,5.31,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,51.85,0.31,23.26,10.44,0.09,0.00,0.45,5.31,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.00,94.46,0.32,36.47,18.07,0.12,0.00,0.39,5.35,1.00,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,4.28,0.14,15.54,1.60,0.02,0.00,3.63,3.95,0.99,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.82,0.05,12.78,0.76,0.00,-nan,3.35,5.41,0.94,35518,262048
optimized,Account,absorb,8,257734,0.01,156.68,0.62,223.15,7.83,0.64,0.43,1.42,5.40,1.03,35518,257734
optimized,Transfer.id,swap,16,262048,0.00,7.55,0.09,15.88,3.12,0.02,0.00,2.10,4.06,0.98,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.29,0.27,368.88,2.42,0.23,0.00,4.97,5.34,1.00,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.44,0.23,368.34,2.41,0.21,0.00,5.02,5.30,1.00,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.56,0.24,368.57,2.38,0.22,0.00,4.94,5.29,1.00,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.49,0.27,368.28,2.38,0.22,0.00,4.94,5.28,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,57.81,0.21,256.77,1.24,0.16,0.00,4.44,5.29,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,58.28,0.22,256.81,1.25,0.16,0.00,4.41,5.30,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,7.75,0.05,15.47,1.52,0.01,-nan,2.00,5.34,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,57.59,0.24,256.73,1.25,0.15,0.00,4.46,5.31,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,52.46,0.28,23.38,10.44,0.09,0.00,0.45,5.32,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.00,93.68,0.22,36.47,18.09,0.13,0.00,0.39,5.35,1.00,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.48,0.09,15.51,1.60,0.02,0.00,4.45,3.47,0.97,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.56,0.05,12.78,0.76,0.00,-nan,3.59,5.43,0.94,35518,262048
optimized,Account,absorb,8,257977,0.01,157.49,0.50,223.15,7.66,0.65,0.43,1.42,5.40,1.00,35518,257977
optimized,Transfer.id,swap,16,262048,0.00,9.91,0.05,15.84,3.11,0.01,-nan,1.60,5.42,1.03,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.22,0.28,368.52,2.41,0.22,0.00,4.97,5.35,1.00,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.32,0.23,368.71,2.46,0.20,0.00,5.03,5.29,1.04,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.35,0.27,368.63,2.38,0.22,0.00,4.96,5.29,1.30,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.71,0.28,367.97,2.35,0.21,0.00,4.93,5.28,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,57.93,0.25,256.35,1.24,0.15,0.00,4.43,5.28,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,58.79,0.23,255.77,1.26,0.15,0.00,4.35,5.29,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,6.67,0.05,15.47,1.54,0.02,-nan,2.32,5.34,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,58.02,0.29,257.79,1.32,0.14,0.00,4.44,5.30,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,49.84,0.32,23.82,10.43,0.08,0.00,0.48,5.31,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.00,94.11,0.31,36.45,18.00,0.13,0.00,0.39,5.34,1.01,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,5.27,0.05,15.47,1.57,0.02,-nan,2.94,5.40,inf,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.54,0.05,12.78,0.76,0.00,-nan,3.61,5.42,inf,35518,262048
optimized,Account,absorb,8,257892,0.01,154.57,0.48,224.71,7.86,0.66,0.43,1.45,5.40,1.03,35518,257892
optimized,Transfer.id,swap,16,262048,0.00,9.66,0.10,15.88,3.12,0.02,0.00,1.64,5.14,0.98,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.42,0.30,368.86,2.37,0.23,0.00,4.96,5.34,1.00,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.69,0.28,368.85,2.38,0.21,0.00,5.01,5.30,1.00,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.42,0.28,368.44,2.39,0.22,0.00,4.95,5.28,1.00,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.36,0.26,368.02,2.45,0.20,0.00,4.95,5.29,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,57.85,0.24,256.85,1.27,0.16,0.00,4.44,5.29,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,58.10,0.21,256.93,1.52,0.14,0.00,4.42,5.29,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,7.76,0.05,15.47,1.54,0.01,-nan,1.99,5.34,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,57.52,0.21,256.62,1.25,0.15,0.00,4.46,5.31,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,52.58,0.27,23.23,10.48,0.09,0.00,0.44,5.31,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.00,93.09,0.28,36.53,18.04,0.14,0.00,0.39,5.35,1.00,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,5.69,0.11,15.51,1.56,0.01,0.00,2.73,5.10,0.98,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.59,0.05,12.78,0.77,0.00,-nan,3.56,5.43,0.94,35518,262048
optimized,Account,absorb,8,257858,0.01,157.11,0.52,224.30,7.82,0.64,0.43,1.43,5.40,1.00,35518,257858
optimized,Transfer.id,swap,16,262048,0.00,9.92,0.05,15.84,3.11,0.01,-nan,1.60,5.41,1.01,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.08,0.33,369.15,2.49,0.21,0.00,4.98,5.33,1.00,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.57,0.25,368.34,2.49,0.21,0.00,5.01,5.28,1.04,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.58,0.23,368.44,2.36,0.22,0.00,4.94,5.32,1.29,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.38,0.30,368.30,2.38,0.21,0.00,4.95,5.28,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,57.83,0.20,256.48,1.24,0.16,0.00,4.43,5.28,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,57.84,0.21,256.75,1.24,0.15,0.00,4.44,5.29,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,7.36,0.05,15.47,1.55,0.02,-nan,2.10,5.32,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,57.71,0.29,256.03,1.25,0.15,0.00,4.44,5.30,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,51.98,0.31,23.86,10.45,0.09,0.00,0.46,5.30,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.00,93.95,0.25,36.31,18.04,0.13,0.00,0.39,5.35,1.01,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,5.88,0.05,15.47,1.56,0.02,-nan,2.63,5.38,inf,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.48,0.05,12.78,0.78,0.00,-nan,3.68,5.43,inf,35518,262048
optimized,Account,absorb,8,257700,0.01,155.36,0.50,222.56,7.65,0.62,0.43,1.43,5.40,1.03,35518,257700
optimized,Transfer.id,swap,16,262048,0.00,9.64,0.10,15.88,3.12,0.02,0.00,1.65,5.07,0.98,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.50,0.33,368.73,2.39,0.24,0.00,4.95,5.34,1.00,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.61,0.27,368.53,2.39,0.21,0.00,5.01,5.30,1.00,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.63,0.26,367.89,2.39,0.22,0.00,4.93,5.28,1.00,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.41,0.25,368.13,2.46,0.21,0.00,4.95,5.28,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,57.83,0.23,256.81,1.32,0.15,0.00,4.44,5.28,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,57.83,0.23,256.92,1.28,0.15,0.00,4.44,5.29,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,7.66,0.05,15.47,1.54,0.01,-nan,2.02,5.34,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,57.69,0.23,256.55,1.23,0.14,0.00,4.45,5.29,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,52.64,0.25,23.41,10.46,0.09,0.00,0.44,5.30,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.00,93.10,0.22,36.46,18.09,0.13,0.00,0.39,5.34,1.00,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,1.92,0.17,15.55,1.58,0.02,0.00,8.10,1.92,inf,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.50,0.05,12.78,0.76,0.00,-nan,3.65,5.43,inf,35518,262048
optimized,Account,absorb,8,257770,0.01,155.47,0.66,223.74,7.76,0.62,0.43,1.44,5.40,1.03,35518,257770
optimized,Transfer.id,swap,16,262048,0.00,9.51,0.11,15.89,3.12,0.02,0.00,1.67,5.04,0.98,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.19,0.32,369.20,2.40,0.22,0.00,4.98,5.34,1.00,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.64,0.24,368.45,2.38,0.21,0.00,5.00,5.29,1.00,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.41,0.30,368.15,2.38,0.22,0.00,4.95,5.28,1.00,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.43,0.27,368.15,2.36,0.21,0.00,4.95,5.27,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,58.05,0.22,256.96,1.36,0.15,0.00,4.43,5.28,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,57.67,0.20,256.86,1.25,0.15,0.00,4.45,5.28,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,7.16,0.05,15.47,1.53,0.02,-nan,2.16,5.34,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,57.64,0.28,256.52,1.25,0.15,0.00,4.45,5.30,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,51.91,0.31,23.26,10.49,0.09,0.00,0.45,5.31,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.00,94.68,0.41,36.39,18.09,0.13,0.00,0.38,5.34,1.00,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,6.07,0.05,15.47,1.57,0.02,-nan,2.55,5.40,inf,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.45,0.05,12.78,0.77,0.00,-nan,3.70,5.43,inf,35518,262048
optimized,Account,absorb,8,257752,0.01,156.10,0.50,224.49,7.75,0.62,0.43,1.44,5.39,1.03,35518,257752
optimized,Transfer.id,swap,16,262048,0.00,10.10,0.05,15.84,3.10,0.01,-nan,1.57,5.42,0.97,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.24,0.57,368.28,2.38,0.22,0.00,4.96,5.32,1.00,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.47,0.24,368.26,2.50,0.20,0.00,5.01,5.29,1.00,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.55,0.32,368.46,2.36,0.22,0.00,4.94,5.28,1.32,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.55,0.32,368.50,2.36,0.21,0.00,4.94,5.28,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,57.96,0.24,256.56,1.27,0.17,0.00,4.43,5.28,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,57.80,0.19,256.78,1.26,0.16,0.00,4.44,5.28,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,7.71,0.05,15.47,1.53,0.01,-nan,2.01,5.33,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,57.65,0.22,256.68,1.23,0.15,0.00,4.45,5.29,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,52.14,0.38,23.76,10.47,0.09,0.00,0.46,5.30,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.00,93.38,0.31,36.40,18.06,0.14,0.00,0.39,5.33,1.01,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,5.30,0.05,15.47,1.57,0.02,-nan,2.92,5.40,0.96,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.53,0.05,12.78,0.76,0.00,-nan,3.62,5.42,0.94,35518,262048
optimized,Account,absorb,8,257816,0.01,156.61,0.48,224.76,7.84,0.65,0.43,1.44,5.40,1.03,35518,257816
optimized,Transfer.id,swap,16,262048,0.00,8.35,0.09,15.88,3.11,0.01,0.00,1.90,4.42,0.98,35518,262048
optimized,Transfer.debit_account_id,swap,32,262048,0.00,74.28,0.31,368.50,2.37,0.23,0.00,4.96,5.34,1.00,35518,262048
optimized,Transfer.credit_account_id,swap,32,262048,0.00,73.52,0.20,368.30,2.39,0.21,0.00,5.01,5.29,1.00,35518,262048
optimized,Transfer.amount,swap,32,262048,0.00,74.40,0.27,368.42,2.39,0.22,0.00,4.95,5.28,1.00,35518,262048
optimized,Transfer.user_data_128,swap,32,262048,0.00,74.60,0.31,368.85,2.36,0.21,0.00,4.94,5.28,1.00,35518,262048
optimized,Transfer.user_data_64,swap,16,262048,0.00,58.40,0.27,256.39,1.26,0.16,0.00,4.39,5.28,1.00,35518,262048
optimized,Transfer.user_data_32,swap,16,262048,0.00,57.81,0.23,256.83,1.25,0.15,0.00,4.44,5.29,1.00,35518,262048
optimized,Transfer.ledger,swap,16,262048,0.00,7.60,0.05,15.47,1.54,0.01,-nan,2.04,5.34,0.97,35518,262048
optimized,Transfer.code,swap,16,262048,0.00,57.54,0.20,256.45,1.24,0.15,0.00,4.46,5.30,1.00,35518,262048
optimized,Transfer,swap,8,262048,0.00,52.02,0.27,23.42,10.48,0.09,0.00,0.45,5.30,1.00,35518,262048
optimized,AccountEvent,swap,8,262048,0.00,94.31,0.25,36.44,18.14,0.12,0.00,0.39,5.34,1.00,35518,262048
optimized,AccountEvent.transfer_pending_status,swap,16,262048,0.00,5.41,0.05,15.47,1.59,0.02,-nan,2.86,5.39,inf,35518,262048
optimized,AccountEvent.prunable,swap,8,262048,0.00,3.47,0.05,12.78,0.76,0.00,-nan,3.68,5.42,inf,35518,262048
optimized_swap,Account.id,swap,16,16378,0.00,6.57,0.97,14.48,1.10,0.01,-nan,2.20,6.34,1.88,35518,16378
optimized_swap,Account.user_data_128,swap,32,16378,0.00,70.82,0.97,381.00,2.81,0.03,-nan,5.38,5.45,4.34,35518,16378
optimized_swap,Account.user_data_64,swap,16,16378,0.00,47.78,0.90,265.96,1.53,0.03,-nan,5.57,5.47,4.21,35518,16378
optimized_swap,Account.user_data_32,swap,16,16378,0.00,48.28,0.88,265.96,1.43,0.01,-nan,5.51,5.47,4.25,35518,16378
optimized_swap,Account.ledger,swap,16,16378,0.00,4.57,0.75,17.48,0.55,0.00,-nan,3.83,6.22,2.40,35518,16378
optimized_swap,Account.code,swap,16,16378,0.00,4.43,0.74,17.48,0.55,0.00,-nan,3.95,6.28,2.31,35518,16378
optimized_swap,Account,swap,8,233717,0.01,129.90,0.54,201.42,4.88,0.44,0.41,1.55,5.33,1.00,35518,233717
optimized_swap,Transfer.id,swap,16,221103,0.00,4.82,0.06,13.11,1.01,0.00,-nan,2.72,5.39,0.94,35518,221103
optimized_swap,Transfer.debit_account_id,swap,32,221103,0.00,73.94,0.30,369.14,2.35,0.20,0.00,4.99,5.29,1.11,35518,221103
optimized_swap,Transfer.credit_account_id,swap,32,221103,0.00,73.67,0.38,370.47,2.34,0.20,0.00,5.03,5.24,1.03,35518,221103
optimized_swap,Transfer.amount,swap,32,221103,0.00,75.31,0.66,371.14,2.35,0.26,0.00,4.93,5.23,1.05,35518,221103
optimized_swap,Transfer.user_data_128,swap,32,221103,0.00,74.40,0.44,369.91,2.44,0.19,0.00,4.97,5.24,1.04,35518,221103
optimized_swap,Transfer.user_data_64,swap,16,221103,0.00,57.97,0.38,257.10,1.26,0.16,0.00,4.44,5.23,1.00,35518,221103
optimized_swap,Transfer.user_data_32,swap,16,221103,0.00,57.90,0.22,256.85,1.24,0.16,0.00,4.44,5.24,1.00,35518,221103
optimized_swap,Transfer.ledger,swap,16,221103,0.00,3.44,0.06,16.11,0.51,0.00,-nan,4.68,5.34,2.42,35518,221103
optimized_swap,Transfer.code,swap,16,221103,0.00,57.61,0.33,257.12,1.25,0.15,0.00,4.46,5.24,1.00,35518,221103
optimized_swap,Transfer,swap,8,221103,0.00,22.60,0.14,13.15,2.41,0.02,0.00,0.58,5.27,0.99,35518,221103
optimized_swap,AccountEvent,swap,8,221103,0.00,22.37,0.12,13.16,2.02,0.02,0.00,0.59,5.27,0.99,35518,221103
optimized_swap,AccountEvent.transfer_pending_status,swap,16,221103,0.00,4.90,0.06,16.11,0.51,0.00,-nan,3.29,5.33,0.94,35518,221103
optimized_swap,AccountEvent.prunable,swap,8,221103,0.00,1.76,0.06,12.11,0.26,0.00,-nan,6.86,5.40,3.80,35518,221103
optimized_swap,Account,absorb,8,258087,0.01,151.89,0.66,222.73,7.76,0.66,0.42,1.47,5.32,1.08,35518,258087
optimized_swap,Transfer.id,swap,16,262048,0.00,4.73,0.05,13.09,1.01,0.00,-nan,2.77,5.40,3.70,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.31,0.29,369.57,2.38,0.21,0.00,4.97,5.30,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.75,0.33,369.45,2.44,0.19,0.00,5.01,5.25,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,72.76,0.23,369.53,2.18,0.14,0.00,5.08,5.24,1.02,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,73.01,0.21,369.49,2.17,0.10,0.00,5.06,5.24,1.25,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,57.10,0.28,256.47,1.22,0.13,0.00,4.49,5.24,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.00,0.30,256.80,1.22,0.11,0.00,4.51,5.25,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.38,0.05,16.09,0.51,0.00,-nan,4.75,5.31,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,56.94,0.27,256.46,1.19,0.11,0.00,4.50,5.26,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.37,0.11,13.12,2.36,0.01,0.00,0.61,5.21,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,18.99,0.13,13.16,2.02,0.02,0.00,0.69,5.14,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,2.78,0.10,16.14,0.51,0.00,0.00,5.81,4.27,0.96,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.71,0.05,12.09,0.26,0.00,-nan,7.06,5.39,0.89,35518,262048
optimized_swap,Account,absorb,8,258138,0.01,155.84,0.50,224.56,7.85,0.68,0.43,1.44,5.37,1.05,35518,258138
optimized_swap,Transfer.id,swap,16,262048,0.00,3.55,0.09,13.13,1.01,0.00,0.00,3.70,3.83,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.62,0.28,370.13,2.37,0.22,0.00,4.96,5.31,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.04,0.37,369.60,2.41,0.21,0.00,4.99,5.26,1.27,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.44,0.30,369.61,2.46,0.27,0.00,4.90,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,72.91,0.36,369.37,2.19,0.10,0.00,5.07,5.24,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,57.22,0.36,257.15,1.22,0.13,0.00,4.49,5.24,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.19,0.24,257.05,1.20,0.12,0.00,4.49,5.25,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.41,0.05,16.09,0.51,0.00,-nan,4.73,5.32,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.01,0.29,256.99,1.21,0.11,0.00,4.51,5.26,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.74,0.12,13.14,2.35,0.01,0.00,0.60,5.28,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.39,0.09,13.13,2.02,0.02,0.00,0.68,5.26,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.36,0.05,16.09,0.51,0.00,-nan,4.78,5.35,0.93,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.71,0.05,12.09,0.26,0.00,-nan,7.08,5.40,2.86,35518,262048
optimized_swap,Account,absorb,8,257897,0.01,157.50,0.68,225.55,7.81,0.66,0.43,1.43,5.36,1.01,35518,257897
