batch_id,latency
2025-05-2904,t=0..959view_durable=1..1log_view_durable=1..1)
2025-05-2904,t=959)
988,154
989,50
990,50
991,52
992,44
993,49
994,46
995,47
996,49
997,49
998,44
999,47
1000,45
1001,45
1002,44
1003,46
1004,45
1005,128
1006,121
1007,119
1008,120
1009,108
1010,113
1011,107
1012,108
1013,114
1014,96
1015,98
1016,99
1017,102
1018,100
1019,101
1020,132
1021,46
1022,48
1023,49
1024,45
1025,50
1026,43
1027,45
1028,48
1029,49
1030,43
1031,49
1032,44
1033,47
1034,47
1035,45
1036,44
1037,121
1038,118
1039,118
1040,107
1041,117
1042,110
1043,104
1044,106
1045,110
1046,104
1047,98
1048,105
1049,104
1050,101
1051,104
1052,140
1053,46
1054,48
1055,46
1056,31
1057,36
1058,31
1059,36
1060,31
1061,36
1062,34
1063,33
1064,33
1065,33
1066,33
1067,33
1068,33
1069,124
1070,121
1071,110
1072,113
1073,115
1074,108
1075,111
1076,105
1077,105
1078,98
1079,101
1080,99
1081,110
1082,109
1083,102
1084,127
1085,49
1086,48
1087,48
1088,44
1089,49
1090,45
1091,46
1092,48
1093,48
1094,45
1095,47
1096,46
1097,45
1098,44
1099,46
1100,44
1101,130
1102,111
1103,117
1104,116
1105,114
1106,111
1107,106
1108,109
1109,108
1110,97
1111,101
1112,99
1113,107
1114,103
1115,108
1116,133
1117,35
1118,36
1119,34
1120,35
1121,33
1122,35
1123,34
1124,35
1125,36
1126,35
1127,35
1128,35
1129,35
1130,35
1131,35
1132,35
1133,124
1134,123
1135,120
1136,124
1137,119
1138,114
1139,113
1140,117
1141,107
1142,105
1143,103
1144,104
1145,100
1146,103
1147,100
1148,133
1149,49
1150,49
1151,46
1152,52
1153,45
1154,45
1155,44
1156,46
1157,46
1158,48
1159,48
1160,44
1161,44
1162,46
1163,47
1164,43
1165,128
1166,124
1167,123
1168,124
1169,114
1170,114
1171,113
1172,106
1173,105
1174,102
1175,108
1176,105
1177,100
1178,101
1179,102
1180,137
1181,69
1182,70
1183,66
1184,65
1185,48
1186,50
1187,53
1188,50
1189,48
1190,47
1191,47
1192,49
1193,49
1194,49
1195,47
1196,51
1197,123
1198,123
1199,117
1200,120
1201,117
1202,114
1203,111
1204,105
1205,111
1206,104
1207,108
1208,104
1209,103
1210,108
1211,101
1212,140
1213,59
1214,63
1215,59
1216,60
1217,56
1218,51
1219,50
1220,50
1221,49
1222,50
